"Date_YYYYMMDD","LOCAL_ID","LOCAL_NAME","SNODAS_SWE_UpstreamTotal_Volume_acft","Updated_Timestamp"
20030930,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031001,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031002,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031003,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031004,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031005,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031006,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031007,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031008,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031009,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031010,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031011,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031012,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031013,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031014,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031015,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031016,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031017,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031018,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031019,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031020,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031021,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031022,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031023,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031024,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031025,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031026,3232,BOULDER CR AT ORODELL CO,12.0,2017-06-02 12:10 America/Denver
20031027,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031028,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031029,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031030,3232,BOULDER CR AT ORODELL CO,,2017-06-02 12:10 America/Denver
20031031,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031101,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031102,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031103,3232,BOULDER CR AT ORODELL CO,0.0,2017-06-02 12:10 America/Denver
20031104,3232,BOULDER CR AT ORODELL CO,75.0,2017-06-02 12:10 America/Denver
20031105,3232,BOULDER CR AT ORODELL CO,14.0,2017-06-02 12:10 America/Denver
20031106,3232,BOULDER CR AT ORODELL CO,11.0,2017-06-02 12:10 America/Denver
20031107,3232,BOULDER CR AT ORODELL CO,8.0,2017-06-02 12:10 America/Denver
20031108,3232,BOULDER CR AT ORODELL CO,127.0,2017-06-02 12:10 America/Denver
20031109,3232,BOULDER CR AT ORODELL CO,164.0,2017-06-02 12:10 America/Denver
20031110,3232,BOULDER CR AT ORODELL CO,57.0,2017-06-02 12:10 America/Denver
20031111,3232,BOULDER CR AT ORODELL CO,27.0,2017-06-02 12:10 America/Denver
20031112,3232,BOULDER CR AT ORODELL CO,18.0,2017-06-02 12:10 America/Denver
20031113,3232,BOULDER CR AT ORODELL CO,2535.0,2017-06-02 12:10 America/Denver
20031114,3232,BOULDER CR AT ORODELL CO,2350.0,2017-06-02 12:10 America/Denver
20031115,3232,BOULDER CR AT ORODELL CO,2246.0,2017-06-02 12:10 America/Denver
20031116,3232,BOULDER CR AT ORODELL CO,2151.0,2017-06-02 12:10 America/Denver
20031117,3232,BOULDER CR AT ORODELL CO,2052.0,2017-06-02 12:10 America/Denver
20031118,3232,BOULDER CR AT ORODELL CO,2078.0,2017-06-02 12:10 America/Denver
20031119,3232,BOULDER CR AT ORODELL CO,1896.0,2017-06-02 12:10 America/Denver
20031120,3232,BOULDER CR AT ORODELL CO,4377.0,2017-06-02 12:10 America/Denver
20031121,3232,BOULDER CR AT ORODELL CO,3742.0,2017-06-02 12:10 America/Denver
20031122,3232,BOULDER CR AT ORODELL CO,3577.0,2017-06-02 12:10 America/Denver
20031123,3232,BOULDER CR AT ORODELL CO,4231.0,2017-06-02 12:10 America/Denver
20031124,3232,BOULDER CR AT ORODELL CO,4029.0,2017-06-02 12:10 America/Denver
20031125,3232,BOULDER CR AT ORODELL CO,3609.0,2017-06-02 12:10 America/Denver
20031126,3232,BOULDER CR AT ORODELL CO,3484.0,2017-06-02 12:10 America/Denver
20031127,3232,BOULDER CR AT ORODELL CO,3445.0,2017-06-02 12:10 America/Denver
20031128,3232,BOULDER CR AT ORODELL CO,3379.0,2017-06-02 12:10 America/Denver
20031129,3232,BOULDER CR AT ORODELL CO,3138.0,2017-06-02 12:10 America/Denver
20031130,3232,BOULDER CR AT ORODELL CO,2733.0,2017-06-02 12:10 America/Denver
20031201,3232,BOULDER CR AT ORODELL CO,2454.0,2017-06-02 12:10 America/Denver
20031202,3232,BOULDER CR AT ORODELL CO,4387.0,2017-06-02 12:10 America/Denver
20031203,3232,BOULDER CR AT ORODELL CO,4072.0,2017-06-02 12:10 America/Denver
20031204,3232,BOULDER CR AT ORODELL CO,3886.0,2017-06-02 12:10 America/Denver
20031205,3232,BOULDER CR AT ORODELL CO,3762.0,2017-06-02 12:10 America/Denver
20031206,3232,BOULDER CR AT ORODELL CO,3648.0,2017-06-02 12:10 America/Denver
20031207,3232,BOULDER CR AT ORODELL CO,3450.0,2017-06-02 12:10 America/Denver
20031208,3232,BOULDER CR AT ORODELL CO,3291.0,2017-06-02 12:10 America/Denver
