"Date_YYYYMMDD","LOCAL_ID","LOCAL_NAME","SNODAS_SWE_UpstreamTotal_Volume_acft","Updated_Timestamp"
20030930,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031001,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031002,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031003,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031004,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031005,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031006,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031007,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031008,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031009,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031010,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031011,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031012,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031013,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031014,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031015,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031016,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031017,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031018,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031019,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031020,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031021,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031022,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031023,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031024,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031025,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031026,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031027,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031028,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031029,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031030,3212,BEAR CR RESERVOIR CO,,2017-06-02 12:10 America/Denver
20031031,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031101,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031102,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031103,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031104,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031105,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031106,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031107,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031108,3212,BEAR CR RESERVOIR CO,30.0,2017-06-02 12:10 America/Denver
20031109,3212,BEAR CR RESERVOIR CO,69.0,2017-06-02 12:10 America/Denver
20031110,3212,BEAR CR RESERVOIR CO,5.0,2017-06-02 12:10 America/Denver
20031111,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031112,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031113,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031114,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031115,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031116,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031117,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031118,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031119,3212,BEAR CR RESERVOIR CO,0.0,2017-06-02 12:10 America/Denver
20031120,3212,BEAR CR RESERVOIR CO,694.0,2017-06-02 12:10 America/Denver
20031121,3212,BEAR CR RESERVOIR CO,435.0,2017-06-02 12:10 America/Denver
20031122,3212,BEAR CR RESERVOIR CO,360.0,2017-06-02 12:10 America/Denver
20031123,3212,BEAR CR RESERVOIR CO,1901.0,2017-06-02 12:10 America/Denver
20031124,3212,BEAR CR RESERVOIR CO,1524.0,2017-06-02 12:10 America/Denver
20031125,3212,BEAR CR RESERVOIR CO,543.0,2017-06-02 12:10 America/Denver
20031126,3212,BEAR CR RESERVOIR CO,401.0,2017-06-02 12:10 America/Denver
