"Date_YYYYMMDD","LOCAL_ID","LOCAL_NAME","SNODAS_SWE_UpstreamTotal_Volume_acft","Updated_Timestamp"
20030930,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031001,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031002,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031003,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031004,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031005,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031006,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031007,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031008,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031009,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031010,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031011,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031012,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031013,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031014,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031015,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031016,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031017,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031018,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031019,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031020,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031021,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031022,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031023,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031024,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031025,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031026,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031027,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031028,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031029,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031030,551,BASEFLOW AREA ABV 506,,2017-06-02 12:10 America/Denver
20031031,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031101,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031102,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031103,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031104,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031105,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031106,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031107,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031108,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031109,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031110,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031111,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031112,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031113,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031114,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031115,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031116,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031117,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031118,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031119,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031120,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031121,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031122,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031123,551,BASEFLOW AREA ABV 506,7173.0,2017-06-02 12:10 America/Denver
20031124,551,BASEFLOW AREA ABV 506,5469.0,2017-06-02 12:10 America/Denver
20031125,551,BASEFLOW AREA ABV 506,127.0,2017-06-02 12:10 America/Denver
20031126,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031127,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031128,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031129,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031130,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031201,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031202,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031203,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031204,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031205,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031206,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031207,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031208,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031209,551,BASEFLOW AREA ABV 506,7593.0,2017-06-02 12:10 America/Denver
20031210,551,BASEFLOW AREA ABV 506,14711.0,2017-06-02 12:10 America/Denver
20031211,551,BASEFLOW AREA ABV 506,13714.0,2017-06-02 12:10 America/Denver
20031212,551,BASEFLOW AREA ABV 506,13641.0,2017-06-02 12:10 America/Denver
20031213,551,BASEFLOW AREA ABV 506,13753.0,2017-06-02 12:10 America/Denver
20031214,551,BASEFLOW AREA ABV 506,7680.0,2017-06-02 12:10 America/Denver
20031215,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031216,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031217,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031218,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031219,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031220,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031221,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031222,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031223,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031224,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031225,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031226,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031227,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031228,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031229,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031230,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20031231,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20040101,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20040102,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20040103,551,BASEFLOW AREA ABV 506,0.0,2017-06-02 12:10 America/Denver
20040104,551,BASEFLOW AREA ABV 506,9919.0,2017-06-02 12:10 America/Denver
20040105,551,BASEFLOW AREA ABV 506,17217.0,2017-06-02 12:10 America/Denver
20040106,551,BASEFLOW AREA ABV 506,31161.0,2017-06-02 12:10 America/Denver
20040107,551,BASEFLOW AREA ABV 506,30075.0,2017-06-02 12:10 America/Denver
